idTweeter;fecha;autor;cuenta;seguidores;retweet;textoLimpio;polaridad;subjetivo;geolocalizacion 
1089022367832203266;2019-01-26  04:49:00;JONATHAN;R30VERA;459;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;CIUDAD  GOTICA
1089022302702981120;2019-01-26  04:48:44;ISAAC  BELLO;ISAACBELLO14;117;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089021670097072128;2019-01-26  04:46:13;SOLDADO  DE  LOS  ENCEBOLLADOS  CON  CHIFLE  A  LAS  10:00;STEEVENVERA9;22;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL
1089021382757937152;2019-01-26  04:45:05;RONALD  MALDONADO;RONALDMT_90;502;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;PASAJE  -  EL  ORO
1089020902971457536;2019-01-26  04:43:10;ARMANDO  RIVAS  BORBOR;RIVASBORBOR;29;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;MANTA,JARAMIJO.  ECUADOR
1089020729981628416;2019-01-26  04:42:29;GRAN  LENIN  ;LENINBARCE99;690;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;QUITO,  ECUADOR
1089020618127880193;2019-01-26  04:42:03;ABOGADA;ARIELLC201;1226;118;MIGUELEJIJONH  SACANDO  DINERO  CAJERO  BANCOPICHINCHA  SIX  DICIEMBRE  POUGAL  MATARON  NOE  QUITO  CERO  SEGUR;0.34;0.42000000000000004;
1089020543796432897;2019-01-26  04:41:45;JR  PEZO;JRPEZO;76;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;ECUADOR
1089020541653188608;2019-01-26  04:41:44;MARITERE  GRANJA;MAITEG52;16;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089020526905966592;2019-01-26  04:41:41;FRAGA;FRIEGA_AGAIN2;1670;4;HENRYRRRS  DRWANDRADEE  ALBO75  MARIAPAULAROMO  POLICIAECUADOR  BANCOPICHINCHA  DEBERIAN  INVESTIGAR  CAJEROS  NORMAL  SIE;0.34;0.42000000000000004;
1089020505238261760;2019-01-26  04:41:36;FREDDY  TOMALA  YAGUAL;FREDTY_7;511;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;PLAYAS-ECUADOR
1089020349625323520;2019-01-26  04:40:59;GIOVANNI  MERCHAN;GIOVANNI_KUN;826;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL  CITY  -  ECUADOR
1089020106649292800;2019-01-26  04:40:01;RJ  SOLCOR;RODDYSOLANO;409;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GYE  -  ECU
1089019747885346817;2019-01-26  04:38:35;LALEMPICKA;LALALIKE111;4934;3;PATRICIOVACA9  UNKNOWGENIUS10  DRWANDRADEE  MARIAPAULAROMO  POLICIAECUADOR  BANCOPICHINCHA  ACUERDO  VUELVA  CORREA;0.34;0.42000000000000004;
1089019580159324161;2019-01-26  04:37:55;SANTIAGO;CH11N00;485;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;KITO  CON  K
1089019555836506113;2019-01-26  04:37:49;LALEMPICKA;LALALIKE111;4934;4;HENRYRRRS  DRWANDRADEE  ALBO75  MARIAPAULAROMO  POLICIAECUADOR  BANCOPICHINCHA  DEBERIAN  INVESTIGAR  CAJEROS  NORMAL  SIE;0.34;0.42000000000000004;
1089019449989054469;2019-01-26  04:37:24;LALEMPICKA;LALALIKE111;4934;3;ARRIAGAGLADYS  OCVENEGAS  DRWANDRADEE  MARIAPAULAROMO  POLICIAECUADOR  BANCOPICHINCHA  DEBE  INVESTIGAR  AHORA  BANCOS  DAN  BIL;0.34;0.42000000000000004;
1089019400575954945;2019-01-26  04:37:12;JOSE  LUIS;BARCELUIS55;158;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL
1089019035944189952;2019-01-26  04:35:45;CARLOS  ANDRES  VERA;ANDRESVERA121;232;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;MANTA,  ECUADOR
1089018971020578816;2019-01-26  04:35:30;ERNESTO  SERRANO;ERSE1974;396;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089018949608435712;2019-01-26  04:35:25;ANDRES  VELASQUEZ;ANVETO;140;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;BLOOMINGTON,  CA
1089018384040239104;2019-01-26  04:33:10;APALACIOSBSC;ARTULOVEH;320;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;  MONUMENTAL  DE  GUAYAQUIL
1089018346492841984;2019-01-26  04:33:01;XAVI;XAVI_BACK;235;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089017664931053569;2019-01-26  04:30:18;SEBASTIAN  HERNANDEZ;DONSEBASMAN;152;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089017650896879621;2019-01-26  04:30:15;CESAR  FREIRE;C_FREMO;1303;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;ECUADOR  
1089017059336482816;2019-01-26  04:27:54;FJESUS_ROJASM;JESUSBCBG;41;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089016770655121408;2019-01-26  04:26:45;TRENDSMAP  ECUADOR;TRENDSECUADOR;36513;0;BANCOPICHINCHA  AHORA  TENDENCIA  ECUADOR  HTTPS  TCOGSTVBRXUM2  HTTPS  TCOCZUXQD2BU3;0.34;0.42000000000000004;ECUADOR
1089016743778045952;2019-01-26  04:26:39;ARMANDOCRUZ  ;ARMANDOCZH;287;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;MILAGRO  -  ECUADOR
1089016713813856257;2019-01-26  04:26:32;CESAR  GARCIA  QUINDE;CESARGARCIAQ;305;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL  -  ECUADOR
1089016626639503360;2019-01-26  04:26:11;EDUARDO  IDROVO;EDUARDOIDROVO1;1072;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089016578245574656;2019-01-26  04:25:59;NINO  GRANDE.;DR_PAQITO;515;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089016543646806016;2019-01-26  04:25:51;RICARDO  VINUEZA;RVINUEZAMO;67;4;BANCOPICHINCHA  ACTUALIZAR  SOFTWARE  CELULAR  IGUAL  IMPOANTE  INSTALAR  ANTIVIRUS  SECCION  PICHINCHAS;0.34;0.42000000000000004;
1089016461027409920;2019-01-26  04:25:31;GLADYS  ARRIAGA;ARRIAGAGLADYS;52;3;OCVENEGAS  DRWANDRADEE  MARIAPAULAROMO  POLICIAECUADOR  BANCOPICHINCHA  DEBE  INVESTIGAR  AHORA  BANCOS  DAN  BILLETES  FALSOS  BCO  PACIFICO  TERMINAL  TERRESTE  GQUIL  CAJA  TWO  DIERON  EIGHT  BILLETES;0.34;0.42000000000000004;YAGUACHI
1089016378596704260;2019-01-26  04:25:12;CARLOS  RAUL;CRVF1997;291;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089016334200041472;2019-01-26  04:25:01;DIEGO  FABARA;KEKO64;31;0;JJURADO2010  DRWANDRADEE  ADOLFOB222  MARIAPAULAROMO  POLICIAECUADOR  BANCOPICHINCHA  FOCO  INFECCION  BANCO  RATAS  PULULAN  ALREDEDOR  SERIA  MEJOR  DESINFECTAR  EXTIRPAR  PUS  SOCIEDAD  MAL  ENSENADA  VIVEZA  CRIOLLA  MINIMO  ESFUERZO  ENRAIZA  GENTE  VALORES  MORALES;0.34;0.42000000000000004;
1089016304164630529;2019-01-26  04:24:54;BSC-EC    ;GUIDOANDRES20;556;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;ECUADOR
1089016245993857024;2019-01-26  04:24:40;MANUEL  BOLOGNA;MANUELBOLOGNA;212;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GYE-ECUADOR
1089015994109050880;2019-01-26  04:23:40;MARICHA  ZEVALLOS;ZEVALLOSMARIA;259;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089015713636012033;2019-01-26  04:22:33;ALVARO  JARAMILLO;EXPERTEN14;125;1;DARKMGTOW  ASALTO  BANCO  PICHINCHA  SIX  DIC  POUGAL  PLANIFICADO  ALGUIEN  FILTRO  INFORMACION  SIEMPRE  PER;0.34;0.42000000000000004;
1089015483326758912;2019-01-26  04:21:38;ANDY;ANDY22867531;13;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089015163968253952;2019-01-26  04:20:22;CARLOS  LEONID  MENDEZ;LEONIDMENDEZ_3;352;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL-ECUADOR
1089015054777925632;2019-01-26  04:19:56;WILLIAM  HARO;WILLIAMHARO36;230;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;VENTANAS  PROV  LOS  RIOS  ECUADOR
1089014962104750080;2019-01-26  04:19:34;COMUNICADORESBSC  ;COMUNICADORBSC;14737;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089014879267246080;2019-01-26  04:19:14;VLADIMIR  INTRIAGO  C;VLADIBARCNAVAL;122;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089014409068978178;2019-01-26  04:17:22;RICARDO  BELTRAN;R_BELTRAN_ESTR;221;2;DRWANDRADEE  _AZUL_FOREVER  MARIAPAULAROMO  POLICIAECUADOR  BANCOPICHINCHA  DELINCUENCIA  LADO  CUADRA  VOLVIO  CRITICA  AUXILIO  RECUERDEN  ASALTO  HTTPS  TCOPUXVEXJCEM;0.34;0.42000000000000004;ECUADOR
1089014354765365248;2019-01-26  04:17:09;LITO;___LITOBSC___;3254;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;ECUADOR  -  GUAYAQUIL
1089013885229821952;2019-01-26  04:15:17;EDGAR  HERRERA;EDGARHE47481202;12;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089013807849107456;2019-01-26  04:14:59;JOSHUA_ADUM;JOSHUAADUM1;8;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089013704279162880;2019-01-26  04:14:34;GABRIEL  DIAZVALVERDE;GABRIELDVBSC;274;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL
1089013256042221568;2019-01-26  04:12:47;EDDIE  CASTILLO;EDDIEROLLING14;294;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;QUITO,  ECUADOR
1089013170717581312;2019-01-26  04:12:27;WILLIAM  OCHOA  MUNOZ;WILLIAMOM_;280;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL  -  ECUADOR
1089013154275880960;2019-01-26  04:12:23;FRANCISCO  YCAZA;FRANCISCOYCAZAS;745;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089013117542170625;2019-01-26  04:12:14;DANNY  MANJARREZ;DANXAMANJARREZ;19;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089012980174467072;2019-01-26  04:11:42;JUAN  JOSE  ALVARADO;JUANJOALVARADOH;247;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089012931482787840;2019-01-26  04:11:30;DARIO  TELLO  MENDOZA;DAROTM;392;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;ESMERALDAS
1089012554595221509;2019-01-26  04:10:00;JAVIER  DAVILA  M.;JAVIDAVILAM;23363;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL  ECU
1089012539231535104;2019-01-26  04:09:56;STALIN  LEIVA  T;STALYN_LEIVA;22;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089012465554345985;2019-01-26  04:09:39;RICHARD  ANAZCO;ANAZCO_RICHARD;22;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;QUITO
1089012465038430210;2019-01-26  04:09:39;RICARDO  BELTRAN;R_BELTRAN_ESTR;221;1;DRWANDRADEE  _AZUL_FOREVER  MARIAPAULAROMO  POLICIAECUADOR  BANCOPICHINCHA  AYUDA  FAVOR  USTEDES  PERSONAS  MAS  CONOCEDORAS  TEMAS  TOMEN  MEDIDAS  DEFINITIVAS  TRES  ABRIS  TIPO  VIOLENCIA  CASUALES  MISMO  LUGAR  EDIFICIO  KENDO  CUADRA  TEMERARIOS  ASALTARON  FRENTE  MENOS  FIFTY  PERSONAS;0.34;0.42000000000000004;ECUADOR
1089012375179718656;2019-01-26  04:09:17;JORGE  LUIS  BELLO;JORGELUISBELLO2;190;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;MANTA  MANABI  ECUADOR  
1089012308175671297;2019-01-26  04:09:01;KEVIN;KEVINPA_BSC;52;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089012292702867458;2019-01-26  04:08:58;DAVID  VELEZ;CAR_VID;12;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL
1089011981279997961;2019-01-26  04:07:43;PAOLO  XAVIER;PAOLOXAVIERVS;291;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL  -  ECUADOR
1089011915676893184;2019-01-26  04:07:28;#DELMSVECE5CAMPE0N;BARCERICK18;1706;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GEORGIAN  BLUFFS,  ONTARIO
1089011806822002688;2019-01-26  04:07:02;TRENDSMAP  GUAYAQUIL;TRENDSGUAYAQUIL;20490;0;BANCOPICHINCHA  AHORA  TENDENCIA  GUAYAQUIL  HTTPS  TCO5290ZV1GLH  HTTPS  TCOJDUAM5EUYL;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089011759401394177;2019-01-26  04:06:50;FRANCISCO  JAVIER;BARCETITO;3080;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;BARCELONA  ES  ECUADOR
1089011403267235842;2019-01-26  04:05:26;SIR  EMILIO    ;EMI1IUS;1781;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089011314683449344;2019-01-26  04:05:04;XAVIER  PENAFIEL;PENAFIEL_XAVIER;60;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL
1089011182302830592;2019-01-26  04:04:33;CLIMACOIN  TU  SOLUCION  EN  FRIO.;TU_FRIO;3;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089011062207332352;2019-01-26  04:04:04;BELEN  GARCIA  E;BELENGARCIAE;1414;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089011013092020224;2019-01-26  04:03:53;EL  ANGEL;CHICHOVERA1;29;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAS,  ECUADOR
1089010889972424705;2019-01-26  04:03:23;JULIO  NAVARRO;JENS_72;114;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089010820158234625;2019-01-26  04:03:07;FERNANDO  HERRERA;FERNANDO9_BSC;145;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL
1089010626675032064;2019-01-26  04:02:20;SEVRO;FABDELPEZO;438;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089010550984585216;2019-01-26  04:02:02;@LUISFER8610;LVERA_77936;22;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089010473834635274;2019-01-26  04:01:44;EMILIO  LITARDO  B.;EMILIOLITARDO;99;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089010424211820545;2019-01-26  04:01:32;JESUS.  MI;GUILLERMOVERAJE;351;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAKIL
1089010302862180353;2019-01-26  04:01:03;MARY  CARDENAS;MARCAR1968;227;3;AGMANCHENO  DRWANDRADEE  2010COMPUDAVID  MARIAPAULAROMO  POLICIAECUADOR  BANCOPICHINCHA  COIP  RESPALDA  POLICIA;0.34;0.42000000000000004;QUITO
1089010198906396672;2019-01-26  04:00:38;PEREZ  #24  ;A_EDUCAMPOVERDE;637;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089010181369925633;2019-01-26  04:00:34;PUEBLO  AMARILLO  ;PUEBLOAMARILLO;67628;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL
1089010080840892417;2019-01-26  04:00:10;GEOVANNY  GORDILLO;NGEOVANNY;251;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL
1089009986800443392;2019-01-26  03:59:48;CHEO  GOMEZ;CHEOGOMEZ;28032;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;SANTA  ROSA,  ECUADOR
1089009956127494144;2019-01-26  03:59:41;JORGE  LUIS  BERNABE;JORGEBSC28;42;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089009898443161601;2019-01-26  03:59:27;BISHOP;FRANKLINNUQUES;2109;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GOZAR  Y  HACER  GOZAR
1089009880038604800;2019-01-26  03:59:22;JULIO  JARAMILLO;JALFREDJARA19;114;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089009818332004352;2019-01-26  03:59:08;MAURICIO  TURBAY  H.;MAUJTH;2704;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089009705173819392;2019-01-26  03:58:41;ADRIANA  SANCHEZ;ADRIANAS1986;218;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
